lemma	form	tags	attested_count	pron_exact	ortho_exact	onomastic	case_evidence
assault	assaults	N;PL/V;PRS;3;SG	16	yes	yes	no	common (0/121 medial-cap, 1 initial)
revelation	revelations	N;PL/V;PRS;3;SG	12	yes	yes	no	common (10/128 medial-cap, 0 initial)
shutt	shutting	V;V.PTCP;PRS	15	yes	yes	no	dual (0/0 medial-cap, 1 initial)
feign	feigned	V;PST/V;V.PTCP;PST	16	yes	yes	no	common (0/23 medial-cap, 0 initial)
detain	detained	V;PST/V;V.PTCP;PST	21	yes	yes	no	common (1/122 medial-cap, 0 initial)
power	powers	N;PL/V;PRS;3;SG	278	yes	yes	no	common (152/3015 medial-cap, 14 initial)
overall	overalls	N;PL/V;PRS;3;SG	7	yes	yes	no	common (1/211 medial-cap, 18 initial)
recall	recalls	N;PL/V;PRS;3;SG	14	yes	yes	no	common (2/375 medial-cap, 1 initial)
leaven	leavened	V;PST/V;V.PTCP;PST	16	yes	yes	no	common (9/38 medial-cap, 0 initial)
pull	pulling	V;V.PTCP;PRS	95	yes	yes	no	common (7/482 medial-cap, 37 initial)
favor	favored	V;PST/V;V.PTCP;PST	35	yes	yes	no	common (2/312 medial-cap, 1 initial)
truth	truths	N;PL/V;PRS;3;SG	22	yes	yes	no	common (55/3316 medial-cap, 18 initial)
assurance	assurances	N;PL/V;PRS;3;SG	36	yes	yes	no	common (26/410 medial-cap, 0 initial)
lapp	lapped	V;PST/V;V.PTCP;PST	5	yes	yes	no	proper (1/1 medial-cap, 0 initial)
contend	contending	V;V.PTCP;PRS	11	yes	yes	no	common (0/82 medial-cap, 0 initial)
detail	details	N;PL/V;PRS;3;SG	353	yes	yes	no	common (6/321 medial-cap, 0 initial)
ritual	rituals	N;PL/V;PRS;3;SG	5	yes	yes	no	common (1/33 medial-cap, 0 initial)
order	ordering	V;V.PTCP;PRS	29	yes	yes	no	common (80/3131 medial-cap, 20 initial)
adapt	adapting	V;V.PTCP;PRS	6	yes	yes	no	common (1/38 medial-cap, 0 initial)
slaughter	slaughtered	V;PST/V;V.PTCP;PST	9	yes	yes	no	common (19/159 medial-cap, 0 initial)
illusion	illusions	N;PL/V;PRS;3;SG	12	yes	yes	no	common (1/99 medial-cap, 1 initial)
jone	jones	N;PL/V;PRS;3;SG	224	yes	yes	no	no-census
remind	reminds	N;PL/V;PRS;3;SG	32	yes	yes	no	common (1/246 medial-cap, 1 initial)
broaden	broadens	N;PL/V;PRS;3;SG	5	yes	yes	no	common (1/18 medial-cap, 0 initial)
projection	projections	N;PL/V;PRS;3;SG	50	yes	yes	no	common (1/46 medial-cap, 0 initial)
snow	snows	N;PL/V;PRS;3;SG	25	yes	yes	no	common (29/666 medial-cap, 12 initial)
dawn	dawning	V;V.PTCP;PRS	18	yes	yes	yes	common (14/328 medial-cap, 5 initial)
william	williams	N;PL/V;PRS;3;SG	98	yes	yes	yes	proper (484/487 medial-cap, 68 initial)
intend	intends	N;PL/V;PRS;3;SG	118	yes	yes	no	common (7/361 medial-cap, 0 initial)
repent	repenting	V;V.PTCP;PRS	6	yes	yes	no	common (6/196 medial-cap, 4 initial)
molecule	molecules	N;PL/V;PRS;3;SG	9	yes	yes	no	common (0/10 medial-cap, 0 initial)
seed	seeded	V;PST/V;V.PTCP;PST	5	yes	yes	no	common (15/520 medial-cap, 2 initial)
faction	factions	N;PL/V;PRS;3;SG	11	yes	yes	no	common (3/27 medial-cap, 0 initial)
sinn	sinning	V;V.PTCP;PRS	5	yes	yes	no	common (0/2 medial-cap, 0 initial)
hearing	hearings	N;PL/V;PRS;3;SG	28	yes	yes	no	common (29/1246 medial-cap, 41 initial)
off	offing	V;V.PTCP;PRS	13	yes	yes	no	common (122/10295 medial-cap, 38 initial)
evil	evils	N;PL/V;PRS;3;SG	51	yes	yes	no	common (28/1637 medial-cap, 10 initial)
scripture	scriptures	N;PL/V;PRS;3;SG	34	yes	yes	no	proper (49/89 medial-cap, 0 initial)
physician	physicians	N;PL/V;PRS;3;SG	20	yes	yes	no	common (31/202 medial-cap, 8 initial)
inhabit	inhabited	V;PST/V;V.PTCP;PST	45	yes	yes	no	common (0/35 medial-cap, 0 initial)
sometime	sometimes	N;PL/V;PRS;3;SG	627	yes	yes	no	common (0/46 medial-cap, 3 initial)
flounder	flounders	N;PL/V;PRS;3;SG	5	yes	yes	no	common (0/6 medial-cap, 0 initial)
rescind	rescinded	V;PST/V;V.PTCP;PST	9	yes	yes	no	common (0/8 medial-cap, 0 initial)
weight	weighted	V;PST/V;V.PTCP;PST	40	yes	yes	no	common (2/699 medial-cap, 1 initial)
enzyme	enzymes	N;PL/V;PRS;3;SG	13	yes	yes	no	common (0/6 medial-cap, 0 initial)
bound	bounded	V;PST/V;V.PTCP;PST	18	yes	yes	no	common (5/1291 medial-cap, 5 initial)
contain	containing	V;V.PTCP;PRS	139	yes	yes	no	common (2/224 medial-cap, 0 initial)
proclaim	proclaims	N;PL/V;PRS;3;SG	6	yes	yes	no	common (3/75 medial-cap, 1 initial)
sorcerer	sorcerers	N;PL/V;PRS;3;SG	6	yes	yes	no	common (0/6 medial-cap, 0 initial)
privation	privations	N;PL/V;PRS;3;SG	9	yes	yes	no	common (0/31 medial-cap, 0 initial)
envelop	enveloping	V;V.PTCP;PRS	8	yes	yes	no	common (1/14 medial-cap, 0 initial)
inflict	inflicting	V;V.PTCP;PRS	6	yes	yes	no	common (0/69 medial-cap, 0 initial)
display	displayed	V;PST/V;V.PTCP;PST	124	yes	yes	no	common (2/229 medial-cap, 2 initial)
wholesaler	wholesalers	N;PL/V;PRS;3;SG	5	yes	yes	no	no-census
prosecutor	prosecutors	N;PL/V;PRS;3;SG	11	yes	yes	no	common (12/203 medial-cap, 3 initial)
track	tracking	V;V.PTCP;PRS	15	yes	yes	no	common (6/302 medial-cap, 0 initial)
design	designs	N;PL/V;PRS;3;SG	65	yes	yes	no	common (12/434 medial-cap, 3 initial)
assyrian	assyrians	N;PL/V;PRS;3;SG	10	yes	yes	no	proper (24/24 medial-cap, 0 initial)
invent	invented	V;PST/V;V.PTCP;PST	35	yes	yes	no	common (0/88 medial-cap, 0 initial)
judgement	judgements	N;PL/V;PRS;3;SG	5	yes	yes	no	common (3/82 medial-cap, 0 initial)
resin	resins	N;PL/V;PRS;3;SG	17	yes	yes	no	common (3/22 medial-cap, 0 initial)
wonder	wonders	N;PL/V;PRS;3;SG	102	yes	yes	no	common (8/1720 medial-cap, 10 initial)
revision	revisions	N;PL/V;PRS;3;SG	28	yes	yes	no	common (1/67 medial-cap, 1 initial)
direct	directed	V;PST/V;V.PTCP;PST	149	yes	yes	no	common (12/734 medial-cap, 15 initial)
oilseed	oilseeds	N;PL/V;PRS;3;SG	60	yes	yes	no	common (9/42 medial-cap, 3 initial)
disregard	disregarded	V;PST/V;V.PTCP;PST	10	yes	yes	no	common (0/59 medial-cap, 0 initial)
defeat	defeats	N;PL/V;PRS;3;SG	7	yes	yes	no	common (7/166 medial-cap, 2 initial)
own	owns	N;PL/V;PRS;3;SG	211	yes	yes	no	common (21/15531 medial-cap, 4 initial)
pegg	pegged	V;PST/V;V.PTCP;PST	20	yes	yes	no	no-census
behead	beheaded	V;PST/V;V.PTCP;PST	16	yes	yes	no	common (0/3 medial-cap, 1 initial)
dott	dotted	V;PST/V;V.PTCP;PST	18	yes	yes	no	no-census
proportion	proportions	N;PL/V;PRS;3;SG	40	yes	yes	no	common (0/259 medial-cap, 1 initial)
disturb	disturbed	V;PST/V;V.PTCP;PST	60	yes	yes	no	common (1/272 medial-cap, 0 initial)
colour	colours	N;PL/V;PRS;3;SG	73	yes	yes	no	common (7/677 medial-cap, 0 initial)
further	furthering	V;V.PTCP;PRS	7	yes	yes	no	common (81/2883 medial-cap, 70 initial)
carlo	carlos	N;PL/V;PRS;3;SG	22	yes	yes	no	proper (68/68 medial-cap, 6 initial)
neglect	neglected	V;PST/V;V.PTCP;PST	56	yes	yes	no	common (1/190 medial-cap, 4 initial)
cruiser	cruisers	N;PL/V;PRS;3;SG	6	yes	yes	no	common (0/8 medial-cap, 0 initial)
deliberation	deliberations	N;PL/V;PRS;3;SG	15	yes	yes	no	common (1/93 medial-cap, 1 initial)
pleas	pleasing	V;V.PTCP;PRS	86	yes	yes	no	common (15/38 medial-cap, 3 initial)
conversation	conversations	N;PL/V;PRS;3;SG	24	yes	yes	no	common (23/2427 medial-cap, 6 initial)
embroil	embroiled	V;PST/V;V.PTCP;PST	5	yes	yes	no	common (0/1 medial-cap, 0 initial)
union	unions	N;PL/V;PRS;3;SG	95	yes	yes	no	proper (618/1017 medial-cap, 53 initial)
appoint	appointed	V;PST/V;V.PTCP;PST	255	yes	yes	no	common (2/87 medial-cap, 1 initial)
collect	collecting	V;V.PTCP;PRS	33	yes	yes	no	common (1/149 medial-cap, 2 initial)
barr	barring	V;V.PTCP;PRS	34	yes	yes	no	proper (2/4 medial-cap, 0 initial)
wedd	wedded	V;PST/V;V.PTCP;PST	14	yes	yes	no	proper (7/7 medial-cap, 0 initial)
idea	ideas	N;PL/V;PRS;3;SG	266	yes	yes	no	common (16/3067 medial-cap, 4 initial)
entitlement	entitlements	N;PL/V;PRS;3;SG	7	yes	yes	no	common (0/2 medial-cap, 0 initial)
anise	aniseed	V;PST/V;V.PTCP;PST	5	yes	yes	no	common (0/3 medial-cap, 0 initial)
trott	trotted	V;PST/V;V.PTCP;PST	7	yes	yes	no	no-census
suggest	suggesting	V;V.PTCP;PRS	43	yes	yes	no	common (4/307 medial-cap, 1 initial)
scrubber	scrubbers	N;PL/V;PRS;3;SG	6	yes	yes	no	no-census
striving	strivings	N;PL/V;PRS;3;SG	6	yes	yes	no	common (4/154 medial-cap, 1 initial)
conception	conceptions	N;PL/V;PRS;3;SG	12	yes	yes	no	common (3/227 medial-cap, 0 initial)
enchant	enchanting	V;V.PTCP;PRS	13	yes	yes	no	common (2/9 medial-cap, 0 initial)
dalla	dallas	N;PL/V;PRS;3;SG	115	yes	yes	no	no-census
support	supporting	V;V.PTCP;PRS	98	yes	yes	no	common (26/1090 medial-cap, 2 initial)
occupation	occupations	N;PL/V;PRS;3;SG	13	yes	yes	no	common (2/386 medial-cap, 0 initial)
poison	poisoned	V;PST/V;V.PTCP;PST	17	yes	yes	no	common (4/236 medial-cap, 2 initial)
appeal	appealed	V;PST/V;V.PTCP;PST	46	yes	yes	no	common (18/472 medial-cap, 0 initial)
black	blacks	N;PL/V;PRS;3;SG	14	yes	yes	no	common (166/3064 medial-cap, 35 initial)
distract	distracted	V;PST/V;V.PTCP;PST	19	yes	yes	no	common (0/43 medial-cap, 0 initial)
detail	detailed	V;PST/V;V.PTCP;PST	144	yes	yes	no	common (6/321 medial-cap, 0 initial)
judgment	judgments	N;PL/V;PRS;3;SG	163	yes	yes	no	common (24/844 medial-cap, 1 initial)
bound	bounding	V;V.PTCP;PRS	14	yes	yes	no	common (5/1291 medial-cap, 5 initial)
sprawl	sprawled	V;PST/V;V.PTCP;PST	12	yes	yes	no	common (0/5 medial-cap, 0 initial)
delay	delaying	V;V.PTCP;PRS	14	yes	yes	no	common (9/573 medial-cap, 2 initial)
powder	powdered	V;PST/V;V.PTCP;PST	16	yes	yes	no	common (7/265 medial-cap, 2 initial)
retain	retaining	V;V.PTCP;PRS	12	yes	yes	no	common (1/220 medial-cap, 0 initial)
enjoyment	enjoyments	N;PL/V;PRS;3;SG	10	yes	yes	no	common (3/401 medial-cap, 0 initial)
lower	lowered	V;PST/V;V.PTCP;PST	145	yes	yes	no	common (126/1760 medial-cap, 36 initial)
dissent	dissenting	V;V.PTCP;PRS	5	yes	yes	no	common (2/31 medial-cap, 0 initial)
unveil	unveiled	V;PST/V;V.PTCP;PST	27	yes	yes	no	common (2/7 medial-cap, 0 initial)
obtain	obtained	V;PST/V;V.PTCP;PST	220	yes	yes	no	common (2/411 medial-cap, 0 initial)
corrupt	corrupts	N;PL/V;PRS;3;SG	6	yes	yes	no	common (5/110 medial-cap, 2 initial)
tann	tanned	V;PST/V;V.PTCP;PST	11	yes	yes	no	common (0/3 medial-cap, 0 initial)
rugg	rugged	V;PST/V;V.PTCP;PST	32	yes	yes	no	proper (117/117 medial-cap, 0 initial)
oat	oats	N;PL/V;PRS;3;SG	50	yes	yes	no	dual (5/11 medial-cap, 0 initial)
hair	hairs	N;PL/V;PRS;3;SG	41	yes	yes	no	common (9/2643 medial-cap, 4 initial)
robb	robbed	V;PST/V;V.PTCP;PST	46	yes	yes	no	no-census
apportion	apportioned	V;PST/V;V.PTCP;PST	9	yes	yes	no	common (0/2 medial-cap, 0 initial)
word	words	N;PL/V;PRS;3;SG	1436	yes	yes	no	common (47/6676 medial-cap, 8 initial)
subpoena	subpoenaed	V;PST/V;V.PTCP;PST	5	yes	yes	no	common (0/5 medial-cap, 0 initial)
acquisition	acquisitions	N;PL/V;PRS;3;SG	186	yes	yes	no	common (279/1002 medial-cap, 1 initial)
future	futures	N;PL/V;PRS;3;SG	390	yes	yes	no	common (29/1995 medial-cap, 9 initial)
cloth	cloths	N;PL/V;PRS;3;SG	5	yes	yes	no	common (1/475 medial-cap, 0 initial)
credit	credited	V;PST/V;V.PTCP;PST	27	yes	yes	no	common (215/1392 medial-cap, 9 initial)
invitation	invitations	N;PL/V;PRS;3;SG	28	yes	yes	no	common (4/420 medial-cap, 0 initial)
appetite	appetites	N;PL/V;PRS;3;SG	9	yes	yes	no	common (5/323 medial-cap, 1 initial)
pertain	pertained	V;PST/V;V.PTCP;PST	19	yes	yes	no	common (0/9 medial-cap, 0 initial)
persist	persists	N;PL/V;PRS;3;SG	17	yes	yes	no	common (2/93 medial-cap, 0 initial)
murder	murdering	V;V.PTCP;PRS	11	yes	yes	no	common (35/655 medial-cap, 24 initial)
seven	sevens	N;PL/V;PRS;3;SG	5	yes	yes	no	common (150/2138 medial-cap, 54 initial)
speculation	speculations	N;PL/V;PRS;3;SG	17	yes	yes	no	common (12/262 medial-cap, 11 initial)
sign	signing	V;V.PTCP;PRS	29	yes	yes	no	common (18/1225 medial-cap, 7 initial)
plaster	plastered	V;PST/V;V.PTCP;PST	7	yes	yes	no	common (2/93 medial-cap, 1 initial)
complain	complaining	V;V.PTCP;PRS	18	yes	yes	no	common (2/263 medial-cap, 0 initial)
fluid	fluids	N;PL/V;PRS;3;SG	25	yes	yes	no	common (0/70 medial-cap, 0 initial)
endanger	endangering	V;V.PTCP;PRS	12	yes	yes	no	common (0/15 medial-cap, 0 initial)
hereabout	hereabouts	N;PL/V;PRS;3;SG	14	yes	yes	no	common (0/14 medial-cap, 0 initial)
coin	coined	V;PST/V;V.PTCP;PST	6	yes	yes	no	common (8/166 medial-cap, 0 initial)
thunder	thundering	V;V.PTCP;PRS	16	yes	yes	no	common (23/318 medial-cap, 18 initial)
rest	rested	V;PST/V;V.PTCP;PST	57	yes	yes	no	common (24/3500 medial-cap, 15 initial)
technique	techniques	N;PL/V;PRS;3;SG	118	yes	yes	no	common (1/68 medial-cap, 1 initial)
consider	considering	V;V.PTCP;PRS	304	yes	yes	no	common (22/1523 medial-cap, 115 initial)
anoint	anointed	V;PST/V;V.PTCP;PST	108	yes	yes	no	common (0/39 medial-cap, 0 initial)
cover	covering	V;V.PTCP;PRS	167	yes	yes	no	common (9/627 medial-cap, 8 initial)
scor	scored	V;PST/V;V.PTCP;PST	21	yes	yes	no	proper (1/1 medial-cap, 1 initial)
egyptian	egyptians	N;PL/V;PRS;3;SG	110	yes	yes	no	proper (86/86 medial-cap, 3 initial)
oak	oaks	N;PL/V;PRS;3;SG	31	yes	yes	no	common (32/222 medial-cap, 9 initial)
misinterpret	misinterpreted	V;PST/V;V.PTCP;PST	7	yes	yes	no	common (0/8 medial-cap, 0 initial)
modification	modifications	N;PL/V;PRS;3;SG	17	yes	yes	no	common (0/18 medial-cap, 0 initial)
program	programing	V;V.PTCP;PRS	14	yes	yes	no	common (95/958 medial-cap, 5 initial)
defeat	defeating	V;V.PTCP;PRS	15	yes	yes	no	common (7/166 medial-cap, 2 initial)
lightning	lightnings	N;PL/V;PRS;3;SG	19	yes	yes	no	common (21/332 medial-cap, 3 initial)
concession	concessions	N;PL/V;PRS;3;SG	40	yes	yes	no	common (3/88 medial-cap, 1 initial)
rol	roling	V;V.PTCP;PRS	5	yes	yes	no	common (1/5 medial-cap, 0 initial)
detest	detested	V;PST/V;V.PTCP;PST	6	yes	yes	no	common (0/63 medial-cap, 0 initial)
exclamation	exclamations	N;PL/V;PRS;3;SG	20	yes	yes	no	common (0/195 medial-cap, 0 initial)
arrest	arresting	V;V.PTCP;PRS	15	yes	yes	no	common (1/178 medial-cap, 1 initial)
animation	animations	N;PL/V;PRS;3;SG	5	yes	yes	no	common (0/160 medial-cap, 0 initial)
interruption	interruptions	N;PL/V;PRS;3;SG	6	yes	yes	no	common (4/168 medial-cap, 0 initial)
authorization	authorizations	N;PL/V;PRS;3;SG	41	yes	yes	no	common (2/20 medial-cap, 0 initial)
interest	interested	V;PST/V;V.PTCP;PST	281	yes	yes	no	common (133/3860 medial-cap, 32 initial)
fasten	fastened	V;PST/V;V.PTCP;PST	52	yes	yes	no	common (1/75 medial-cap, 2 initial)
nett	netting	V;V.PTCP;PRS	8	yes	yes	no	no-census
nowaday	nowadays	N;PL/V;PRS;3;SG	23	yes	yes	no	no-census
rank	ranks	N;PL/V;PRS;3;SG	82	yes	yes	no	common (20/505 medial-cap, 12 initial)
marr	marred	V;PST/V;V.PTCP;PST	19	yes	yes	no	proper (6/7 medial-cap, 0 initial)
reason	reasoning	V;V.PTCP;PRS	47	yes	yes	no	common (37/3385 medial-cap, 9 initial)
adjust	adjusts	N;PL/V;PRS;3;SG	9	yes	yes	no	common (1/68 medial-cap, 0 initial)
opt	opting	V;V.PTCP;PRS	5	yes	yes	no	common (0/2 medial-cap, 0 initial)
frost	frosts	N;PL/V;PRS;3;SG	9	yes	yes	no	common (13/178 medial-cap, 6 initial)
pray	praying	V;V.PTCP;PRS	38	yes	yes	no	common (123/1285 medial-cap, 419 initial)
fabric	fabrics	N;PL/V;PRS;3;SG	48	yes	yes	no	common (0/40 medial-cap, 0 initial)
reflect	reflects	N;PL/V;PRS;3;SG	108	yes	yes	no	common (6/460 medial-cap, 9 initial)
widen	widens	N;PL/V;PRS;3;SG	13	yes	yes	no	common (2/30 medial-cap, 1 initial)
quarter	quarters	N;PL/V;PRS;3;SG	134	yes	yes	no	common (96/2884 medial-cap, 6 initial)
overpower	overpowered	V;PST/V;V.PTCP;PST	15	yes	yes	no	common (0/14 medial-cap, 0 initial)
tradition	traditions	N;PL/V;PRS;3;SG	46	yes	yes	no	common (1/181 medial-cap, 2 initial)
roam	roamed	V;PST/V;V.PTCP;PST	5	yes	yes	no	common (0/44 medial-cap, 0 initial)
dampen	dampening	V;V.PTCP;PRS	9	yes	yes	no	common (1/18 medial-cap, 0 initial)
renown	renowned	V;PST/V;V.PTCP;PST	18	yes	yes	no	common (0/63 medial-cap, 0 initial)
adjustment	adjustments	N;PL/V;PRS;3;SG	111	yes	yes	no	common (4/155 medial-cap, 3 initial)
supplant	supplanted	V;PST/V;V.PTCP;PST	9	yes	yes	no	common (0/11 medial-cap, 0 initial)
design	designed	V;PST/V;V.PTCP;PST	283	yes	yes	no	common (12/434 medial-cap, 3 initial)
entertain	entertained	V;PST/V;V.PTCP;PST	27	yes	yes	no	common (0/283 medial-cap, 0 initial)
inform	informs	N;PL/V;PRS;3;SG	11	yes	yes	no	common (5/345 medial-cap, 5 initial)
saudi	saudis	N;PL/V;PRS;3;SG	47	yes	yes	no	proper (250/250 medial-cap, 65 initial)
transition	transitions	N;PL/V;PRS;3;SG	7	yes	yes	no	common (0/103 medial-cap, 1 initial)
fraud	frauds	N;PL/V;PRS;3;SG	6	yes	yes	no	common (4/130 medial-cap, 4 initial)
condition	conditioned	V;PST/V;V.PTCP;PST	66	yes	yes	no	common (8/1338 medial-cap, 0 initial)
deadlock	deadlocked	V;PST/V;V.PTCP;PST	5	yes	yes	no	common (0/20 medial-cap, 1 initial)
linguistic	linguistics	N;PL/V;PRS;3;SG	6	yes	yes	no	common (0/11 medial-cap, 1 initial)
illustration	illustrations	N;PL/V;PRS;3;SG	14	yes	yes	no	proper (59/110 medial-cap, 195 initial)
engender	engendered	V;PST/V;V.PTCP;PST	12	yes	yes	no	common (0/15 medial-cap, 0 initial)
effect	effected	V;PST/V;V.PTCP;PST	29	yes	yes	no	common (15/2013 medial-cap, 2 initial)
borrowing	borrowings	N;PL/V;PRS;3;SG	123	yes	yes	no	common (11/150 medial-cap, 4 initial)
statute	statutes	N;PL/V;PRS;3;SG	154	yes	yes	no	common (6/61 medial-cap, 0 initial)
conquer	conquering	V;V.PTCP;PRS	21	yes	yes	no	common (1/96 medial-cap, 1 initial)
pharisee	pharisees	N;PL/V;PRS;3;SG	87	yes	yes	no	proper (20/22 medial-cap, 0 initial)
threaten	threatening	V;V.PTCP;PRS	77	yes	yes	no	common (2/104 medial-cap, 0 initial)
meyer	meyers	N;PL/V;PRS;3;SG	6	yes	yes	no	proper (19/19 medial-cap, 2 initial)
theatre	theatres	N;PL/V;PRS;3;SG	6	yes	yes	no	common (48/300 medial-cap, 0 initial)
concerto	concertos	N;PL/V;PRS;3;SG	5	yes	yes	no	common (5/14 medial-cap, 0 initial)
worst	worsted	V;PST/V;V.PTCP;PST	10	yes	yes	no	common (5/736 medial-cap, 4 initial)
model	modeled	V;PST/V;V.PTCP;PST	5	yes	yes	no	common (19/245 medial-cap, 0 initial)
topp	topping	V;V.PTCP;PRS	6	yes	yes	no	no-census
scor	scoring	V;V.PTCP;PRS	8	yes	yes	no	proper (1/1 medial-cap, 1 initial)
their	theirs	N;PL/V;PRS;3;SG	95	yes	yes	no	common (217/29258 medial-cap, 600 initial)
prolong	prolonged	V;PST/V;V.PTCP;PST	66	yes	yes	no	common (0/61 medial-cap, 0 initial)
underperform	underperforming	V;V.PTCP;PRS	6	yes	yes	no	no-census
olympic	olympics	N;PL/V;PRS;3;SG	9	yes	yes	no	proper (10/10 medial-cap, 0 initial)
oil	oiled	V;PST/V;V.PTCP;PST	6	yes	yes	no	common (698/3804 medial-cap, 69 initial)
presentation	presentations	N;PL/V;PRS;3;SG	10	yes	yes	no	common (3/98 medial-cap, 1 initial)
usage	usages	N;PL/V;PRS;3;SG	13	yes	yes	no	common (5/183 medial-cap, 13 initial)
wander	wandering	V;V.PTCP;PRS	76	yes	yes	no	common (2/133 medial-cap, 2 initial)
emerald	emeralds	N;PL/V;PRS;3;SG	8	yes	yes	no	common (2/33 medial-cap, 2 initial)
trimm	trimmed	V;PST/V;V.PTCP;PST	27	yes	yes	no	common (0/1 medial-cap, 0 initial)
weaken	weakened	V;PST/V;V.PTCP;PST	40	yes	yes	no	common (0/41 medial-cap, 1 initial)
pennie	pennies	N;PL/V;PRS;3;SG	8	yes	yes	no	no-census
insecticide	insecticides	N;PL/V;PRS;3;SG	5	yes	yes	no	common (0/1 medial-cap, 0 initial)
sail	sails	N;PL/V;PRS;3;SG	79	yes	yes	no	common (9/393 medial-cap, 8 initial)
innovation	innovations	N;PL/V;PRS;3;SG	10	yes	yes	no	common (0/24 medial-cap, 0 initial)
payment	payments	N;PL/V;PRS;3;SG	527	yes	yes	no	common (9/489 medial-cap, 17 initial)
handful	handfuls	N;PL/V;PRS;3;SG	13	yes	yes	no	common (0/121 medial-cap, 0 initial)
conquer	conquered	V;PST/V;V.PTCP;PST	25	yes	yes	no	common (1/96 medial-cap, 1 initial)
pigeon	pigeons	N;PL/V;PRS;3;SG	15	yes	yes	no	common (21/112 medial-cap, 0 initial)
remember	remembers	N;PL/V;PRS;3;SG	19	yes	yes	no	common (53/2789 medial-cap, 220 initial)
danger	dangers	N;PL/V;PRS;3;SG	70	yes	yes	no	common (10/1047 medial-cap, 4 initial)
risk	risks	N;PL/V;PRS;3;SG	65	yes	yes	no	common (7/576 medial-cap, 2 initial)
discussion	discussions	N;PL/V;PRS;3;SG	185	yes	yes	no	common (7/410 medial-cap, 6 initial)
prevail	prevailing	V;V.PTCP;PRS	59	yes	yes	no	common (0/162 medial-cap, 0 initial)
appall	appalled	V;PST/V;V.PTCP;PST	7	yes	yes	no	common (0/2 medial-cap, 0 initial)
insurance	insurances	N;PL/V;PRS;3;SG	6	yes	yes	no	common (157/375 medial-cap, 3 initial)
harvest	harvesting	V;V.PTCP;PRS	43	yes	yes	no	common (15/303 medial-cap, 3 initial)
armor	armored	V;PST/V;V.PTCP;PST	5	yes	yes	no	common (2/20 medial-cap, 2 initial)
extend	extended	V;PST/V;V.PTCP;PST	272	yes	yes	no	common (10/188 medial-cap, 4 initial)
heart	hearts	N;PL/V;PRS;3;SG	269	yes	yes	no	common (133/7689 medial-cap, 8 initial)
disposition	dispositions	N;PL/V;PRS;3;SG	10	yes	yes	no	common (0/497 medial-cap, 0 initial)
sway	swayed	V;PST/V;V.PTCP;PST	26	yes	yes	no	common (1/67 medial-cap, 2 initial)
intent	intents	N;PL/V;PRS;3;SG	5	yes	yes	no	common (9/419 medial-cap, 3 initial)
hopp	hopping	V;V.PTCP;PRS	8	yes	yes	no	no-census
qualification	qualifications	N;PL/V;PRS;3;SG	18	yes	yes	no	common (2/42 medial-cap, 0 initial)
beside	besides	N;PL/V;PRS;3;SG	285	yes	yes	no	common (13/1447 medial-cap, 51 initial)
command	commanded	V;PST/V;V.PTCP;PST	504	yes	yes	no	common (29/940 medial-cap, 4 initial)
iron	irons	N;PL/V;PRS;3;SG	27	yes	yes	no	common (45/1206 medial-cap, 6 initial)
total	totaled	V;PST/V;V.PTCP;PST	100	yes	yes	no	common (113/1581 medial-cap, 134 initial)
reckon	reckoning	V;V.PTCP;PRS	23	yes	yes	no	common (0/196 medial-cap, 4 initial)
width	widths	N;PL/V;PRS;3;SG	6	yes	yes	no	common (0/57 medial-cap, 0 initial)
pretend	pretends	N;PL/V;PRS;3;SG	7	yes	yes	no	common (0/268 medial-cap, 1 initial)
darken	darkened	V;PST/V;V.PTCP;PST	39	yes	yes	no	common (0/23 medial-cap, 0 initial)
steel	steels	N;PL/V;PRS;3;SG	9	yes	yes	no	common (141/597 medial-cap, 9 initial)
attraction	attractions	N;PL/V;PRS;3;SG	21	yes	yes	no	common (2/174 medial-cap, 0 initial)
jacob	jacobs	N;PL/V;PRS;3;SG	53	yes	yes	yes	proper (413/413 medial-cap, 3 initial)
harden	hardening	V;V.PTCP;PRS	8	yes	yes	no	common (5/33 medial-cap, 1 initial)
correspond	corresponded	V;PST/V;V.PTCP;PST	6	yes	yes	no	common (0/76 medial-cap, 0 initial)
assail	assailed	V;PST/V;V.PTCP;PST	9	yes	yes	no	common (0/27 medial-cap, 1 initial)
balance	balances	N;PL/V;PRS;3;SG	94	yes	yes	no	common (17/640 medial-cap, 4 initial)
squadron	squadrons	N;PL/V;PRS;3;SG	10	yes	yes	no	common (1/101 medial-cap, 0 initial)
recoil	recoiled	V;PST/V;V.PTCP;PST	5	yes	yes	no	common (0/51 medial-cap, 0 initial)
execution	executions	N;PL/V;PRS;3;SG	7	yes	yes	no	common (2/298 medial-cap, 1 initial)
suggestion	suggestions	N;PL/V;PRS;3;SG	60	yes	yes	no	common (0/286 medial-cap, 0 initial)
deduct	deducting	V;V.PTCP;PRS	11	yes	yes	no	common (0/16 medial-cap, 0 initial)
head	heads	N;PL/V;PRS;3;SG	376	yes	yes	no	common (126/10929 medial-cap, 4 initial)
weigh	weighs	N;PL/V;PRS;3;SG	18	yes	yes	no	common (6/106 medial-cap, 3 initial)
hugg	hugged	V;PST/V;V.PTCP;PST	7	yes	yes	no	common (0/1 medial-cap, 0 initial)
insult	insulting	V;V.PTCP;PRS	18	yes	yes	no	common (4/319 medial-cap, 2 initial)
